,index,spotify_artist_id,list_original_name,music_story_id,instagram_url,instagram_username,facebook_url,facebook_username,twitter_url,twitter_username,instagram_followers,instagram_data
547,548,5sK8BsvyDl4TFA6KaBf8or,"""Charly Black""",,,,,,,,-1,
550,551,48R2gYdPKtfnfKAzhSVPUx,"""Migrantes""",,,,,,,,-1,
552,553,4PVn1b2WnnXdq80C7uaZLZ,"""Nause""",158353,,,,,,,-1,
555,556,0LyfQWJT6nXafLPZqxe9Of,"""Various Artists""",102171,,,,,,,-1,
557,558,4b19vuzlDcNdU4quI7L6sW,"""ElyOtto""",,,,,,,,-1,
559,560,34v5MVKeQnIo0CWYMbbrPf,"""John Newman""",4516040,,,,,,,-1,
563,564,3ScY9CQxNLQei8Umvpx5g6,"""Fat Joe""",5991,,,,,,,-1,
569,570,5iNrZmtVMtYev5M9yoWpEq,"""Seeb""",4671983,,,,,,,-1,
570,571,0kkxsdcaWmWU2yWAqclDh4,"""Rixton""",4556337,,,,,,,-1,
571,572,0DdDnziut7wOo6cAYWVZC5,"""KREAM""",4688833,,,,,,,-1,
573,574,5SyGEPymt1G2uto47tVWvZ,"""MadeinTYO""",4663425,,,,,,,-1,
574,575,47uyFQHOD02S0lj9ptRpoB,"""Felipe AraÃºjo""",,,,,,,,-1,
576,577,3gGUMEwIX6XodWsYEvKSal,"""YBN Nahmir""",,,,,,,,-1,
582,583,2ODbg2404zUzTi02qIPEjB,"""Tay-K""",,,,,,,,-1,
584,585,6tkyhGe9hGI3Lcfo4gVh6Z,"""ChocQuibTown""",,,,,,,,-1,
587,588,5TbLOwv8BNnik3f03NZJlt,"""TOKYOâ€™S REVENGE""",,,,,,,,-1,
589,590,3eVa5w3URK5duf6eyVDbu9,"""ROSÃ‰""",,,,,,,,-1,
590,591,6KZDXtSj0SzGOV705nNeh3,"""Kid Ink""",4510796,,,,,,,-1,
591,592,0BqURncJM5B1BBu7UM51eq,"""Guaynaa""",,,,,,,,-1,
593,594,0SfsnGyD8FpIN4U4WCkBZ5,"""Armin van Buuren""",113958,http://instagram.com/arminvanbuurenofficial,arminvanbuurenofficial,,,,,-1,
599,600,3aGFCoR8xGN6DKwvdzeSja,"""ILOVEMAKONNEN""",4560436,,,,,,,-1,
600,601,4TsHKU8l8Wq7n7OPVikirn,"""Jidenna""",4565445,,,,,,,-1,
601,602,4poL7YCSkG7kMnWjAdDU91,"""Era Istrefi""",4649229,http://instagram.com/strefie,strefie,,,,,-1,
602,603,5GcWBUX00IPuWVGMIRK1sS,"""Residente""",160938,,,,,,,-1,
603,604,1IxP1g9VrPzJqXFCsuyHKe,"""MÃ¥ns ZelmerlÃ¶w""",124839,,,,,,,-1,
606,607,2VAnyOxzJuSAj7XIuEOT38,"""AlunaGeorge""",4487847,,,,,,,-1,
609,610,1xHQO9GJIW9OXHxGBISYc5,"""Marian Hill""",4563970,,,,,,,-1,
610,611,0AJUYWKztkg5dnrHDIBv47,"""MiC LOWRY""",4689391,,,,,,,-1,
612,613,5DK8eK7fjvRsziXzyr3sFA,"""Moon Taxi""",4574037,,,,,,,-1,
613,614,3Rx4PJ7SP6unkOk5elPUK7,"""Money Man""",,,,,,,,-1,
616,617,6lBN3Tzt61u8i9AJoAhKzF,"""Mykola Dmytrovych Leontovych""",,,,,,,,-1,
618,619,3zrUX1hQrUB9aXcOiyQLmN,"""Stanaj""",,,,,,,,-1,
619,620,6icQOAFXDZKsumw3YXyusw,"""Lil Yachty""",4668573,,,,,,,-1,
620,621,1dgdvbogmctybPrGEcnYf6,"""Route 94""",4555987,,,,,,,-1,
621,622,2uFC1dAj5b0YU7vulKNZ0p,"""Banx & Ranx""",4699523,,,,,,,-1,
622,623,5F1aAS1duwlzExnPs3l2Xe,"""Pooh Shiesty""",,,,,,,,-1,
623,624,48HORs6F9P7IgdyKrk4MZC,"""TarcÃ­sio do Acordeon""",,,,,,,,-1,
624,625,1L9i6qZYIGQedgM9QLSyzb,"""Klingande""",,,,,,,,-1,
626,627,1AwO9pWEBSBoWdEZu28XDC,"""Eartha Kitt""",105974,,,,,,,-1,
627,628,3gd8FJtBJtkRxdfbTu19U2,"""Mumford & Sons""",118446,,,,,,,-1,
628,629,74KM79TiuVKeVCqs8QtB0B,"""Sabrina Carpenter""",4558545,,,,,,,-1,
629,630,3RtNN1VnooWEn3KQk03DUL,"""Noriel""",4685595,,,,,,,-1,
633,634,2AsusXITU8P25dlRNhcAbG,"""Gotye""",169339,,,,,,,-1,
634,635,05o1zW8b6PV6rEquXr74sB,"""State of Sound""",,,,,,,,-1,
635,636,6C1ohJrd5VydigQtaGy5Wa,"""Joyner Lucas""",4702102,,,,,,,-1,
640,641,2lEOFtf3cCyzomQcMHJGfZ,"""Ylvis""",4524347,,,,,,,-1,
645,646,1Fr6agZ6iSM5Ynn2k4C8sc,"""VÃ‰RITÃ‰""",4685489,,,,,,,-1,
647,648,0ZRBa9pTfhhCsJW95F1ugg,"""Yall""",4591837,,,,,,,-1,
648,649,36SRwzRkX5zW3ABjJrevqX,"""DadÃ¡ BoladÃ£o""",4704414,http://www.instagram.com/dadaboladaooficial,dadaboladaooficial,,,,,-1,
650,651,6EPlBSH2RSiettczlz7ihV,"""Sleepy Hallow""",,,,,,,,-1,
656,657,2jnIB6XdLvnJUeNTy5A0J2,"""Why Don't We""",,,,,,,,-1,
659,660,5wPoxI5si3eJsYYwyXV4Wi,"""N.E.R.D""",102006,,,,,,,-1,
660,661,34Y0ldeyUv7jBvukWOGASO,"""Bobby Shmurda""",4560039,,,,,,,-1,
661,662,2M4eNCvV3CJUswavkhAQg2,"""James Newton Howard""",8247,,,,,,,-1,
662,663,5KYEMMz9O9iLIESifKAEOp,"""WhoHeem""",,,,,,,,-1,
663,664,0fA0VVWsXO9YnASrzqfmYu,"""Kid Cudi""",111703,,,,,,,-1,
664,665,7wlFDEWiM5OoIAt8RSli8b,"""YoungBoy Never Broke Again""",,,,,,,,-1,
671,672,1VBflYyxBhnDc9uVib98rw,"""Icona Pop""",4489534,,,,,,,-1,
672,673,2TImI3DW7o5MdRXJs4D37h,"""SOB X RBE""",,,,,,,,-1,
673,674,2hPgGN4uhvXAxiXQBIXOmE,"""KIDS SEE GHOSTS""",,,,,,,,-1,
675,676,6HUm6AHJE0oisACMN6NNJ5,"""Faul & Wad Ad""",4556219,,,,,,,-1,
676,677,6kq4GHwUcUojGIu0ziSNXf,"""Amenazzy""",,,,,,,,-1,
677,678,2KC9Qb60EaY0kW4eH68vr3,"""ITZY""",,,,,,,,-1,
678,679,46mGxneffUCmDhMU1m6zYu,"""Martin Tungevaag""",,,,,,,,-1,
681,682,7aLdKgvXgDQz0wi5z2PKMV,"""99 Souls""",4612725,,,,,,,-1,
683,684,2WxjxdeF7GGdcCK276qViY,"""Natalie Taylor""",,,,,,,,-1,
686,687,74XFHRwlV6OrjEM0A2NCMF,"""Paramore""",110379,,,,,,,-1,
687,688,3Apb2lGmGJaBmr0TTBJvIZ,"""Rusherking""",,,,,,,,-1,
689,690,6Ff53KvcvAj5U7Z1vojB5o,"""*NSYNC""",,,,,,,,-1,
691,692,0L8ExT028jH3ddEcZwqJJ5,"""Red Hot Chili Peppers""",100141,,,,,,,-1,
694,695,7Lk9V7E1u5gqSHmtcKlOqH,"""Sara Kays""",,,,,,,,-1,
698,699,3HqSLMAZ3g3d5poNaI7GOU,"""IU""",4483537,,,,,,,-1,
700,701,1LOB7jTeEV14pHai6EXSzF,"""Cash Cash""",119149,http://instagram.com/cashcashmusic,cashcashmusic,,,,,-1,
701,702,7yntSJ6uojO3z6GFUVwhAW,"""CORPSE""",,,,,,,,-1,
702,703,0EeQBlQJFiAfJeVN2vT9s0,"""Nipsey Hussle""",4560727,,,,,,,-1,
704,705,7aBzpmFXB4WWpPl2F7RjBe,"""Wyclef Jean""",4388,,,,,,,-1,
707,708,3iOvXCl6edW5Um0fXEBRXy,"""The xx""",114889,,,,,,,-1,
708,709,1xFn1xod58AGaSZjrxdiXA,"""El Chacal""",165349,,,,,,,-1,
710,711,2QsynagSdAqZj3U9HgDzjD,"""Bob Marley & The Wailers""",100418,,,,,,,-1,
712,713,3oDbviiivRWhXwIE8hxkVV,"""The Beach Boys""",100005,,,,,,,-1,
714,715,0Q9slhIaEgg190iG8udYIV,"""Philip George""",4562349,,,,,,,-1,
716,717,1IELhvOMg5VQlU7syRm6CS,"""CAZZETTE""",4508554,,,,,,,-1,
717,718,4PzYKhC14sTJNEr0dzoo0d,"""LuÃ­sa Sonza""",4703102,,,,,,,-1,
719,720,3koiLjNrgRTNbOwViDipeA,"""Marvin Gaye""",882,,,,,,,-1,
720,721,7guDJrEfX3qb6FEbdPA5qi,"""Stevie Wonder""",453,,,,,,,-1,
721,722,5zfEatKLDdRkgbw6sdLBAQ,"""Octavian""",,,,,,,,-1,
723,724,5f5mH9BDkeyXmDbzevu38d,"""Alfons""",4566829,,,,,,,-1,
726,727,5nSAh3wlH7VaqpnkiMjzDs,"""WSTRN""",4596905,,,,,,,-1,
727,728,2tcoLkA9Hexz70Kuc1NTUl,"""Gradur""",4560438,,,,,,,-1,
730,731,5KnoVkIUGmK0PiDKMjz2LM,"""Feder""",4562957,,,,,,,-1,
732,733,21E3waRsmPlU7jZsS13rcj,"""Ne-Yo""",6041,,,,,,,-1,
734,735,2jSGzJw0ebJLu7OLVSOcBP,"""Plan B""",118183,,,,,,,-1,
735,736,2w6slVluzWlwADP8aB5yz5,"""Palisades""",4470679,,,,,,,-1,
736,737,3mH3OBKopDDVgnJcT5PrPk,"""Redfoo""",158697,,,,,,,-1,
738,739,325L7kby6bkG5qSXXAFEWM,"""Joker Bra""",,,,,,,,-1,
744,745,6fXEqmGQEt6ONuqVmwrN46,"""Bag Raiders""",4492528,,,,,,,-1,
745,746,0XwVARXT135rw8lyw1EeWP,"""Christian Nodal""",,,,,,,,-1,
746,747,3GBBxBdoolb0B5YizZq9bF,"""Eno""",4661491,,,,,,,-1,
747,748,7ciBW1p3KBsYIkFk4UmwS8,"""The Rudeboyz""",,,,,,,,-1,
749,750,3Nipsl6GVwwGyeAk0J29C6,"""MC G15""",4688245,,,,,,,-1,
754,755,37G8DfNgO4mQ3PKh5droSo,"""Osmani Garcia ""La Voz""""",164992,,,,,,,-1,
755,756,6bwVWdQfr6ttzrGLboVkjg,"""Paul Rosenberg""",5905,,,,,,,-1,
756,757,6extd4B6hl8VTmnlhpl2bY,"""Huncho Jack""",,,,,,,,-1,
758,759,2msPoIYdnKVeuOOM960FC2,"""Sofia Karlberg""",4560575,,,,,,,-1,
759,760,6kXm2YCtdUOpRYNKeKhfue,"""Ryan Gosling""",,,,,,,,-1,
763,764,57LYzLEk2LcFghVwuWbcuS,"""Summer Walker""",,,,,,,,-1,
764,765,1lB3I3SI30v2ZOpR4XQqzJ,"""Gambi""",4725187,http://www.instagram.com/gambinojetski,gambinojetski,,,,,-1,
765,766,2UZIAOlrnyZmyzt1nuXr9y,"""Nicki Nicole""",4727397,http://www.instagram.com/nickinicole18,nickinicole18,,,,,-1,
768,769,68kEuyFKyqrdQQLLsmiatm,"""Vince Staples""",4560001,,,,,,,-1,
770,771,1TYJOhNSxMOODWiDVhuyZb,"""Kawe""",,,,,,,,-1,
771,772,1LIuN7ov1IBQDdLsU83ojl,"""Hugo & Guilherme""",,,,,,,,-1,
773,774,4JbmXqez7WvTggoxn3UpVT,"""Ghost Town DJs""",4676099,,,,,,,-1,
774,775,6ModsWtBph2rE6zCTVxvZt,"""Maite Perroni""",4521347,http://www.instagram.com/maitepb,maitepb,,,,,-1,
775,776,6O9WquDfQTxGRZqZUXVEQx,"""RedOne""",104710,,,,,,,-1,
776,777,431Pb5EV8KsCBGTw96ZTQ4,"""Dj Kass""",,,,,,,,-1,
780,781,0vbEs3DgphJ2RGZqh4qFLT,"""Anita Kerr Singers""",4478615,,,,,,,-1,
781,782,4D75GcNG95ebPtNvoNVXhz,"""Afrojack""",112099,,,,,,,-1,
782,783,1z7b1Pr1rSlvWRzsW3HOrS,"""Russ""",,,,,,,,-1,
784,785,54R6Y0I7jGUCveDTtI21nb,"""Boney M.""",100771,,,,,,,-1,
785,786,0bBz5bRBkExaej2HxtVfCw,"""347aidan""",,,,,,,,-1,
789,790,0HU0U9kdXEHZVxUNbuQe8S,"""Donny Hathaway""",2283,,,,,,,-1,
790,791,2R1QrQqWuw3IjoP5dXRFjt,"""Marlon Roudette""",105560,,,,,,,-1,
791,792,2h93pZq0e7k5yf4dywlkpM,"""Frank Ocean""",163828,,,,,,,-1,
793,794,7gXb99Sf9nNmpNYeAgIQFG,"""Sub Urban""",,,,,,,,-1,
795,796,6xvpfMjWTougrRRtK7iikz,"""Mason Ramsey""",,,,,,,,-1,
797,798,6w9ToX5slZ4uIdmD17hJ3c,"""Bryant Myers""",4679131,,,,,,,-1,
798,799,6Te49r3A6f5BiIgBRxH7FH,"""Ninho""",4681025,,,,,,,-1,
799,800,7rOlQwf8OuFLFQp4aydjBt,"""Paloma Mami""",,,,,,,,-1,
801,802,0e6qzpphJHtObTSwD75mi0,"""The Avener""",4557123,,,,,,,-1,
805,806,21dooacK2WGBB5amYvKyfM,"""Smokepurpp""",,,,,,,,-1,
806,807,5doPfvddXXjtQIJu9rQEz5,"""Tayler Buono""",,,,,,,,-1,
807,808,1TlTz1l8LzQ7AiXjBO77Ep,"""Contiez""",4481941,,,,,,,-1,
809,810,3ZuBEj9ppJe8GSdKaMTfMN,"""Nimo""",4643273,,,,,,,-1,
811,812,5pVRwX5ZQR7hfJ18w8ZYkl,"""Ufo361""",4668583,,,,,,,-1,
813,814,2JLqTvFXmC87BksiCsBezV,"""Matt Terry""",4692301,,,,,,,-1,
815,816,2LAqcqAQ8KPTsl1HBgBrqM,"""Michelle Williams""",,,,,,,,-1,
816,817,6YvP6AXefuZ3bROoEVjCiY,"""LISTENBEE""",4568047,,,,,,,-1,
818,819,7Do8se3ZoaVqUt3woqqSrD,"""MACHETE""",4725823,,,,,,,-1,
819,820,6m1LYS5NQonxjOcQFPQOb5,"""Frenna""",4686881,,,,,,,-1,
821,822,5p7mWeX4RlvqBCxylfiXdE,"""KC Rebell""",4561278,http://instagram.com/rebell45,rebell45,,,,,0,"{'biography': '', 'blocked_by_viewer': False, 'restricted_by_viewer': False, 'country_block': False, 'external_url': None, 'external_url_linkshimmed': None, 'edge_followed_by': {'count': 0}, 'fbid': '17841404903805879', 'followed_by_viewer': False, 'edge_follow': {'count': 0}, 'follows_viewer': False, 'full_name': 'Hüseyin Köksecen', 'has_ar_effects': False, 'has_clips': False, 'has_guides': False, 'has_channel': False, 'has_blocked_viewer': False, 'highlight_reel_count': 0, 'has_requested_viewer': False, 'id': '4847035460', 'is_business_account': False, 'is_professional_account': False, 'is_joined_recently': False, 'business_category_name': None, 'overall_category_name': None, 'category_enum': None, 'category_name': None, 'is_private': True, 'is_verified': False, 'edge_mutual_followed_by': {'count': 0, 'edges': []}, 'profile_pic_url': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s150x150/26863657_1674081162650713_7965758449550098432_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=leOtreN3VasAX903U7E&edm=AAuNW_gAAAAA&ccb=7-4&oh=fa048fd3ad0916b5d92e8bee8504c78b&oe=6099CB27&_nc_sid=498da5', 'profile_pic_url_hd': 'https://scontent-mad1-1.cdninstagram.com/v/t51.2885-19/s320x320/26863657_1674081162650713_7965758449550098432_n.jpg?tp=1&_nc_ht=scontent-mad1-1.cdninstagram.com&_nc_ohc=leOtreN3VasAX903U7E&edm=AAuNW_gAAAAA&ccb=7-4&oh=1955fe1201257291de069a6969e2e142&oe=6099E7DF&_nc_sid=498da5', 'requested_by_viewer': False, 'should_show_category': False, 'username': 'rebell45', 'connected_fb_page': None, 'edge_felix_video_timeline': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_owner_to_timeline_media': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_saved_media': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}, 'edge_media_collections': {'count': 0, 'page_info': {'has_next_page': False, 'end_cursor': None}, 'edges': []}}"
822,823,085pc2PYOi8bGKj0PNjekA,"""will.i.am""",6115,,,,,,,-1,
823,824,6Mm2g25BTeJ6BICPFWGkPg,"""Bosh""",,,,,,,,-1,
824,825,7xX15v6ahAkcT14kHfB9wB,"""True Damage""",,,,,,,,-1,
825,826,2uwXb02RFgtGOr6s6XMWlB,"""Dj Ozuna""",,,,,,,,-1,
827,828,6gGJH7joTDx9M3xREiAq9U,"""Petter Ferraz""",,,,,,,,-1,
828,829,6FBDaR13swtiWwGhX1WQsP,"""blink-182""",,,,,,,,-1,
829,830,3drqpTL4sQOckmAfF9i1wg,"""Summer Cem""",4561310,,,,,,,-1,
830,831,5AZuEF0feCXMkUCwQiQlW7,"""Marracash""",136764,,,,,,,-1,
831,832,3EiLUeyEcA6fbRPSHkG5kb,"""De La Ghetto""",4562931,,,,,,,-1,
832,833,3EW0kQ1skZiK1NHg3Spt9J,"""Takeoff""",,,,,,,,-1,
833,834,4SR9oxWziAoPR4kTrekBi6,"""Samir & Viktor""",4567945,,,,,,,-1,
834,835,1HwM5zlC5qNWhJtM00yXzG,"""DMX""",5607,,,,,,,-1,
837,838,3S6gaE89XewFAvZqsMuJDJ,"""Norm Ender""",,,,,,,,-1,
841,842,6vNe5MINTo5QZyR08sBOBA,"""Anna Naklab""",4568321,,,,,,,-1,
843,844,3c96G4d2lUOxhomM2mby5S,"""Bushido""",123895,,,,,,,-1,
845,846,0lHB0Qc4pmD5RkTLlHeESo,"""MC L da Vinte""",4717398,,,,,,,-1,
846,847,5sUrlPAHlS9NEirDB8SEbF,"""Alejandro Sanz""",7598,,,,,,,-1,
847,848,7vXDAI8JwjW531ouMGbfcp,"""TINI""",4470407,,,,,,,-1,
850,851,0g9vAlRPK9Gt3FKCekk4TW,"""Ab-Soul""",4558359,,,,,,,-1,
853,854,2S9W9aSAd7e5mp8WqWxN2h,"""Hilary Duff""",4642,,,,,,,-1,
854,855,7ACEUD7UsmmXrnj4OLt8f9,"""twocolors""",,,,,,,,-1,
855,856,6T70tWxqyIpdVbsFvPzqM3,"""La La Land Cast""",,,,,,,,-1,
856,857,5RmQ8k4l3HZ8JoPb4mNsML,"""Agust D""",,,,,,,,-1,
858,859,4YNxH9hXMuqlvG7rLTtLa1,"""Badpojken""",4580117,,,,,,,-1,
863,864,7eLcDZDYHXZCebtQmVFL25,"""Aitana""",,,,,,,,-1,
864,865,3gTZHK9u10mTyoEoT9tJaE,"""Lean Trap""",,,,,,,,-1,
865,866,3JXpwnHbLvXxY99EuXqFPX,"""Poo Bear""",4695502,,,,,,,-1,
867,868,19u3RGWKsjmbg9eI6zAiNp,"""13 OrganisÃ©""",,,,,,,,-1,
868,869,6JmzdIDSQdeHg0pocIascm,"""Thomas Jack""",4573183,,,,,,,-1,
869,870,5nki7yRhxgM509M5ADlN1p,"""Oliver Heldens""",4558147,,,,,,,-1,
871,872,0pF1TxZmwCJ3gGpkBQwdtT,"""Gabriel Rios""",108833,,,,,,,-1,
873,874,3utZ2yeQk0Z3BCOBWP7Vlu,"""Cro""",4536374,,,,,,,-1,
874,875,1UCxzrM5WJh9ure5vCcsim,"""Charlie Charles""",4623,,,,,,,-1,
877,878,7x8MuRMbm9XIldHSJOtoNo,"""22 Savage""",,,,,,,,-1,
879,880,5V0MlUE1Bft0mbLlND7FJz,"""Ella Fitzgerald""",1779,,,,,,,-1,
880,881,5Mq7iqCWBzofK39FBqblNc,"""Jessie Ware""",168686,,,,,,,-1,
883,884,0ECwFtbIWEVNwjlrfc6xoL,"""Eagles""",100413,,,,,,,-1,
884,885,3CJKkU0XuElRT1z8rEtIYg,"""Luciano""",4697000,,,,,,,-1,
886,887,0IsDyC7yhWO36zl3qlFzGH,"""Don Khuma""",,,,,,,,-1,
890,891,1nzgtKYFckznkcVMR3Gg4z,"""KSI""",4567859,http://instagram.com/therealksi,therealksi,,,,,-1,
893,894,3hN3iJMbbBmqBSAMx5veDa,"""Ultimo""",,,,,,,,-1,
894,895,1iPOay2JCcgNMPvBaPe9Ky,"""Street Rappers""",,,,,,,,-1,
895,896,1WgXqy2Dd70QQOU7Ay074N,"""AURORA""",106901,,,,,,,-1,
896,897,1XLjkBxFokuDTlHt0mQkRe,"""Thomas Gold""",137116,,,,,,,-1,
897,898,2K5nCggbhSZ00YCYP5qkZS,"""Shiva""",4726472,http://www.instagram.com/fuckshiva,fuckshiva,,,,,-1,
898,899,0b1sIQumIAsNbqAoIClSpy,"""j-hope""",,,,,,,,-1,
899,900,2zJ8chFLjiBHRNchfevMRI,"""SNBRN""",4578281,,,,,,,-1,
900,901,2otUckChxWf2cp6UP2cD6e,"""Zuna""",4659275,,,,,,,-1,
902,903,5TphiK6LsT4X5NOZxq3NJB,"""Trio VegabajeÃ±o""",,,,,,,,-1,
903,904,3fll16LLw6kdDxWzSpJPEQ,"""Malu""",,,,,,,,-1,
904,905,21LGsW7bziR4Ledx7WZ1Wf,"""Johnny Mathis""",4650,,,,,,,-1,
908,909,21WS9wngs9AqFckK7yYJPM,"""PnB Rock""",4690139,,,,,,,-1,
909,910,6L34dW6SKMSDaGIfYDU19j,"""Maes""",4709761,,,,,,,-1,
910,911,4A7HeXSd4HtQuf6IR5XZ1b,"""Fero47""",4719758,http://www.instagram.com/*,*,,,,,-1,
913,914,1qUjOF5fzrpoNycD36b2jZ,"""Nate Ruess""",4471602,,,,,,,-1,
914,915,0lAWpj5szCSwM4rUMHYmrr,"""MÃ¥neskin""",,,,,,,,-1,
917,918,0ONHkAv9pCAFxb0zJwDNTy,"""Pusha T""",7714,,,,,,,-1,
918,919,1vgQksyJ0IVz8y9XerEOy3,"""Madame""",,,,,,,,-1,
920,921,7F4HcalxCMC4DctguvnoFY,"""Ace Wilder""",4584415,,,,,,,-1,
921,922,4ytkhMSAnrDP8XzRNlw9FS,"""Vince Guaraldi Trio""",109680,,,,,,,-1,
922,923,3WrFJ7ztbogyGnTHbHJFl2,"""The Beatles""",100006,,,,,,,-1,
924,925,76dRoxKtDwYkgCQePok9cU,"""Miksu""",,,,,,,,-1,
925,926,03d2mJXSMtuPI0nIvLnhoS,"""Zoe Wees""",,,,,,,,-1,
927,928,2cFCoDyEaPrw8QVnrDlPKU,"""Stan Kenton""",,,,,,,,-1,
930,931,3EY5DxGdy7x4GelivOjS2Q,"""Connie Francis""",105876,,,,,,,-1,
931,932,146GKAYfDrwv0Ql2gQuMet,"""Natasha Nail""",,,,,,,,-1,
933,934,0hItVPjwJLVZrFqOyIsxPf,"""Judy Garland""",3017,,,,,,,-1,
934,935,3J8pdA8hGN7lMw8ENo5fRv,"""Tropijazz""",,,,,,,,-1,
935,936,4IVAbR2w4JJNJDDRFP3E83,"""6LACK""",,,,,,,,-1,
937,938,3tlXnStJ1fFhdScmQeLpuG,"""Brent Faiyaz""",,,,,,,,-1,
941,942,5ixB75BQR3ADoWQkcHQJTs,"""Gene Autry""",4636,,,,,,,-1,
942,943,7d86ERlvO5UG44j7Va0Y0C,"""Pamungkas""",,,,,,,,-1,
944,945,6bwp9ObI8FWvMPCIWVBmhl,"""Red Velvet - IRENE & SEULGI""",,,,,,,,-1,
945,946,4Z4afeDmHFxPmJorIwupbZ,"""Netta""",,,,,,,,-1,
946,947,1fctva4kpRbg2k3v7kwRuS,"""Rvssian""",,,,,,,,-1,
948,949,5nP8x4uEFjAAmDzwOEc9b8,"""MatuÃª""",,,,,,,,-1,
949,950,2SXhbucehn00OBVKhzxDyM,"""Erica Banks""",,,,,,,,-1,
950,951,7ao5uJZUsPeVpWlNkkjWyx,"""DJ A1""",,,,,,,,-1,
951,952,39KEQQAG9JhIt71g9NEVhh,"""Azet""",4680451,,,,,,,-1,
954,955,7sfgqEdoeBTjd8lQsPT3Cy,"""Emeli SandÃ©""",137837,,,,,,,-1,
955,956,6vPXtLmNd3mW0dd1Rb9eQ9,"""Don Patricio""",,,,,,,,-1,
957,958,2auiVi8sUZo17dLy1HwrTU,"""Solange""",8212,,,,,,,-1,
961,962,6Ur6METz02CC9zcJWDFicC,"""M.O""",116073,,,,,,,-1,
962,963,0huGjMyP507tBCARyzSkrv,"""YBN Cordae""",4717657,http://www.instagram.com/ybncordae,ybncordae,,,,,-1,
964,965,2HAShHcL0dMLf1iNzmxTi3,"""Freddy Kalas""",,,,,,,,-1,
965,966,5tVyieWwN9j09jXUovK2zN,"""Danny Saucedo""",,,,,,,,-1,
966,967,0ghlgldX5Dd6720Q3qFyQB,"""TOMORROW X TOGETHER""",,,,,,,,-1,
968,969,2QUvtLq6oQaX0LNsYY2fas,"""Cauty""",,,,,,,,-1,
969,970,07GczQ6OLSjvh0qTNn2w9Z,"""Axel Wikner""",,,,,,,,-1,
970,971,6Y64EaNqpqcZYTgs4c76gF,"""jxdn""",,,,,,,,-1,
972,973,2yEkeJoFOvm6qHuECSDHFg,"""David Zowie""",4571619,,,,,,,-1,
973,974,2aYJ5LAta2ScCdfLhKgZOY,"""Cobra Starship""",115545,,,,,,,-1,
974,975,4mAsWDGLUIEdo6imU77WG6,"""Boomdabash""",,,,,,,,-1,
976,977,3yiEJ9SByXZMXTwaKdVFN4,"""Luche""",4683039,,,,,,,-1,
977,978,3a5ydeAaojKa3CHWe5PVWK,"""MC MM""",,,,,,,,-1,
979,980,1INuLZXjjVbcJRyWvD1iSq,"""Jack & Jack""",4567607,,,,,,,-1,
981,982,39E15l8zeCDYpSZwFNX4G2,"""Eleni Foureira""",169789,,,,,,,-1,
982,983,3cjEqqelV9zb4BYE3qDQ4O,"""EXO""",4567779,,,,,,,-1,
983,984,3egWSWp7Y4FyCKIyvXbw7L,"""Ghali""",,,,,,,,-1,
985,986,5SulO4l40qDuV9zUGLZx7n,"""Capo Plaza""",,,,,,,,-1,
986,987,7CCjtD0hCK005Bvg2WG1a7,"""Carnage""",115264,,,,,,,-1,
987,988,0JOxt5QOwq0czoJxvSc5hS,"""GASHI""",,,,,,,,-1,
988,989,6xdRb2GypJ7DqnWAI2mHGn,"""MUNA""",4668463,,,,,,,-1,
990,991,4VuARVJiWGsH2msKTdsKdQ,"""Veysel""",4561511,,,,,,,-1,
991,992,2wIVse2owClT7go1WT98tk,"""Missy Elliott""",3437,,,,,,,-1,
992,993,0NyzfcGDZZ6GM25EBG9BYK,"""Ray Parker, Jr.""",837,,,,,,,-1,
993,994,6AUl0ykLLpvTktob97x9hO,"""Tee Grizzley""",,,,,,,,-1,
994,995,7nwUJBm0HE4ZxD3f5cy5ok,"""Aretha Franklin""",1414,,,,,,,-1,
995,996,3XHO7cRUPCLOr6jwp8vsx5,"""alt-J""",4471300,,,,,,,-1,
996,997,4AA474G2hRfrHyGrfyDseO,"""Mozzy""",,,,,,,,-1,
997,998,7KUri7klyLaIFXLcuuOMCd,"""Stargate""",,,,,,,,-1,
998,999,3blngRQf0p4vJgSXtIPXWO,"""Emil Berg""",4573827,,,,,,,-1,
999,1000,67mFhErdTWmJ9slGMC6vOf,"""TrÃ­o Los Josefinos""",,,,,,,,-1,
1001,1002,01pKrlgPJhm5dB4lneYAqS,"""Sigma""",123497,,,,,,,-1,
1003,1004,5Pcez7u1H2Po6e2LmMdF3f,"""Allyawan""",4476748,,,,,,,-1,
1005,1006,5nAiCPenjjdpUJAmElxmuu,"""LoÃ¯c Nottet""",,,,,,,,-1,
1006,1007,5ivCbtrcD5N4rD337xIb2z,"""MisterWives""",4565857,,,,,,,-1,
1007,1008,6vjCIhbLklvyaDBgCcpH57,"""Fences""",4560079,,,,,,,-1,
